src,tgt
grabe mga deadlines ayaw akong takutin haha parang gago hoy ayusin niyo yan,"These deadlines aren't going to scare me, haha! You guys are a joke, fix that!"
"kyji fans, were here for you. nararamdaman namin kayo at di kayo nagiisa! virtual hug for you all","To Kyji fans, we're here for you. We feel you and you're not alone! Virtual hug for you all."
yung talon ng aso ko sa bibingka na kinain ko parang talon lang ni yuji...gg last na yun na bingka ang sarap pa naman,"My dog's saliva on the bibingka I ate is like Yuji's spit... game over, that was the last bibingka, and it was so delicious."
so sinasabi nyong nagpuyat ako nagaacads kasi 3 am naman sila magpeperform tapos 6 am pa pala,"So, you're saying I stayed up all night doing schoolwork because they're performing at 3 AM when actually it's 6 AM?"
"wag na lang matulog,, hahhahaha",I should just not sleep... hahhahaha.
mukhang ganon na nga hahahahaha para sa enha magpupuyat,"Looks like that's what's going to happen, hahahahaha. Staying up all night for Enhypen."
parang gusto ko na ituloy to pag pupuyat na ito sa jogging,I think i want to continue this sleep deprivation for jogging.
parang gusto kong lumandi sa mas bata sakin. gusto ko ng maraming atensyon.,I kind of want to flirt with someone younger than me. I want a lot of attention.
sige sagad na hanggang 18 yrs. old,"Okay, I'll go as far as 18 years old."
tama ang desisyon mo ahhahaha pumatol sa ka sa bata yung wala pang respomsibilidad,"You made the right decision, hahaha, going for someone younger who doesn't have any responsibilities yet."
haha supportive naman to,"Haha, this is so supportive."
"yung akin, kahit gusto kong basahin parang nanghihinayang ako kasi nakasealed. ayaw kong buksan saka nabasa ko naman na sa wattpad pero gusto ko pa rin basahin na ayaw ko dahil nakasealed.","As for mine, even though I want to read it, I feel regret because it's still sealed. I don't want to open it, and I've already read it on Wattpad, but I still want to read it even though I don't want to because it's sealed."
naaapektuhan ba buhay ng mga to pag nagiging ok yung relationship nung dalawa?? ikamamatay ba nila??? bat pilit pinaglalayo? bat pinapahirapan ng ganito?,Are these people's lives affected when the two become okay in their relationship?? Will they die??? Why are they being deliberately separated? Why are they being made to suffer like this?
"obviously, they are insecure or ayaw nila may mabuong loveteam kakaloka sa edition lang nila ang ganyan kung makareact at makisawsaw parang alam nila ang pinagsamahan nung dalawa. they are clueless kung gaano kaclose yung dalawa before pbb.","Obviously, they are insecure or they don't want a love team to form. It's crazy how they're the only ones who react and meddle like they know the history between the two. They are clueless about how close the two were before PBB."
cute tatawa eh parang lumalagok ng tubig gagstick ka talaga boogartu,"So cute when you laugh, it's like you're gulping water, you're such a gagster, Boogartu."
yung comments ko sa sta parang joketime ayoko na sorry na agad sir,"My comments on STA are like a joketime, I don't want to anymore, sorry in advance, sir."
ganyan din pinanood ko ngayon kakatapos lang,"I watched that too just now, I just finished."
parang gusto ko maligaw sa qc hehehe,"I feel like getting lost in Quezon City, hehehe."
sandali lang naman bakit parang traffic lights?,"Just a moment, why does it feel like traffic lights?"
bakit ang bigdeal para sa kanila ng closeness ni anji at kd? ganyan talaga pag inggit diba tj? ang dami ninyong kuda wtf okay na sila tapos sisirain na naman.,"Why is Anji and KD's closeness such a big deal to them? It's just jealousy, right, TJ? You all have so many complaints WTF, they're okay and you're going to ruin it again."
pag tumatambay tlaga ako ng bispag parang ayoko na umuwi,"When I hang out at Bispag, I don't want to go home anymore."
"parang ayoko pa lumipat sa office, mas gusto ko dito sa unit yung ibabyahe from nexgen to shore nakasleep na sana ako sa unit ko","I don't want to move to the office yet, I prefer it here in the unit, because traveling from NexGen to Shore, I could already be asleep in my unit."
masakit po ulo ko parang gusto ko ng fan art nito !! chz hahaha,"I have a headache, I feel like getting a fan art of this!! Just kidding hahaha."
nawalan lang ako ng jowa palagi na agad ako busy kkskaksjsksj,I just lost a partner and suddenly I'm always busy kkskaksjsksj.
akala ko nabawasan responsibilities ko pero bat parang lalo dumami hahahahah,I thought my responsibilities decreased but it seems like they increased even more hahahahah.
"noong sl at sh, hindi ko pansin yung similarities namin ni marem sa ugali at actions. pero nung tsh na, shet parang i found my twin","During SL and SH, I didn't notice the similarities between me and Marem in terms of personality and actions. But when TSH came, damn, I found my twin."
"kung ano siya noong high school siya, parang ganoon din ako. kung paano siya makipag away at umiwas sa mga taong ayaw niya at ayaw sa kaniya, ganoon din ako","I'm just like her as she was in high school. The way she picks fights and avoids people she dislikes and who dislike her, that's how I am too."
"tapos goosebumps talaga sa simula. noong lumuhod si marem. shet, nagawa ko na rin yon sa lalake noon eh. begging and asking why. yung, mataas naman pride namin pero pareho naming binababa para sa lalake. funny noh?","And then I really got goosebumps from the beginning. When Marem knelt down. Damn, I did that to a guy before too. Begging and asking why. You know, we have high pride but we both lowered it for a guy. Funny, right?"
nakakatawa rin minsan dahil may scenes or actions si marem na nagawa ko na in real life. pati logical reasoning naming dalawa pareho minsan,It's also funny sometimes because there are scenes or actions of Marem that I've already done in real life. Even our logical reasoning is sometimes the same.
"pareho din kami sa part na parang nag grow and nagbago yung mindset noong nagmahal na kami. naalala ko noon, may mga actions akong ayokong gawin dahil magagalit yung taong mahal ko kahit parang hindi naman i purposely changed lang talaga because i love him","We're also alike in the part where our mindset seemed to grow and change when we fell in love. I remember before, there were actions I didn't want to do because the person I loved would get angry, even if it seemed like it wasn't a big deal, but I purposely changed just because I loved him."
"pero yung hindi na nakakatawa na part, is yung paano siya nasaktan. ganong ganon din ako eh. ewan ko ba ate j bakit parang sakin inspired si marem charot ahahaha. pero seryoso, habang binabasa ko yung masasakit na chapters, may flashback sa utak ko","But the part that's not funny anymore is how she got hurt. I'm exactly the same way. I don't know why, Ate J, but it's like Marem was inspired by me, just kidding! But seriously, while I was reading the heartbreaking chapters, I had flashbacks."
"pati yung inis ni marem sa magulang niya, ganoon din ako. imagine growing up with a family but barely spends time with you. kaya damang dama ko si marem noon. at tanggap ko kung bakit distant siya sa magulang niya","Even Marem's annoyance with her parents, I'm the same. Imagine growing up with a family but barely spending time with you. That's why I really felt Marem back then. And I understand why she's distant from her parents."
"pati yung pangarap ni marem, yung ayaw niya talaga sa career niya, nag go with the flow lang siya. kasi yung dream niya is magkaron ng sariling pamilya. naisip ko na rin yun noon. sabi ko parang ang lungkot naman kung may pera ka nga pero wala ka namang karamay sa buhay","Even Marem's dream, how she really doesn't like her career, she's just going with the flow. Because her dream is to have her own family. I thought about that before too. I said it would be so sad if you have money but you don't have anyone to share your life with."
kaya siguro ang lakas ng impact sa akin ng tsh no? kasi parang nakikita ko yung sarili ko kay marem. kaya siguro sibrnag sakit. at sobrang saya noong nakuha na niya yung happiness at peace niya,"That's probably why 'The Signed Heart' had such a big impact on me, right? Because it's like I see myself in Marem. That's probably why it hurt so much. And was so happy when she finally found her happiness and peace."
yes totoo parang iba na naiisip ko .. ang gusto ko lang may makausap din ako kasi hirap na hirap na din ako tangina,"Yes, it's true, it feels like I have different thoughts now... I just want someone to talk to because I'm really struggling, damn it."
taena gusto ko maglaro ng gen 5 para sa mga music nilaaa,"Damn, I want to play Pokemon Generation 5 just for the music!"
yung olivia rodrigo buti pa siya na nominate sa record of the year. para sa akin hindi niya deserve,"Olivia Rodrigo is so lucky, she's nominated for Record of the Year. For me, she doesn't deserve it."
ikr but happy ka nalang din kasi half filipino cya,"I know, right, but I'm just happy because she's half Filipino."
di man ko ganahan ana niya bisan pinoy pana siya hehe,"I'm not interested in her even if she is Filipino, hehe."
ang pbb ay parang control everything is under sa tiktok ah hahahahahahahahahahahhahahahahahahahahahahahahah kaloka,"It's like 'Pinoy Big Brother' is controlling everything on TikTok, hahaha. This is crazy!"
bakit kasi may kailangang may mamatay sa anime para sa character development ng bida?? smh,Why does someone have to die in anime for the main character to develop? SMH (shaking my head).
