# of Actual Tweets,Twitter Links,id,split,Tweet Status,Original Taglish Tweet,Preprocessed Taglish Tweet,English Translation,Comments
,https://twitter.com/i/web/status/1463230218017988615,1.4632302180179886e+18,"(0.23529411764705882, 0.5294117647058824, 0.23529411764705882)",,,,,
,https://twitter.com/i/web/status/1463230216071888896,1.463230216071889e+18,"(0.23076923076923078, 0.46153846153846156, 0.3076923076923077)",,,,,
,https://twitter.com/i/web/status/1463230200821411844,1.4632302008214118e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463230173805879297,1.4632301738058793e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463230128524193800,1.4632301285241938e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463230112841670656,1.4632301128416707e+18,"(0.07142857142857142, 0.5714285714285714, 0.35714285714285715)",,,,,
,https://twitter.com/i/web/status/1463230101332668418,1.4632301013326684e+18,"(0.0, 0.9333333333333333, 0.06666666666666667)",,,,,
,https://twitter.com/i/web/status/1463230077534048259,1.4632300775340483e+18,"(0.0, 0.6875, 0.3125)",,,,,
,https://twitter.com/i/web/status/1463230075977940994,1.4632300759779407e+18,"(0.25, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463230061503344640,1.4632300615033446e+18,"(0.2916666666666667, 0.4583333333333333, 0.20833333333333334)",,,,,
,https://twitter.com/i/web/status/1463230045808332804,1.4632300458083328e+18,"(0.0, 0.5833333333333334, 0.4166666666666667)",,,,,
,https://twitter.com/i/web/status/1463230021884006403,1.4632300218840064e+18,"(0.0, 0.7, 0.3)",,,,,
,https://twitter.com/i/web/status/1463230011251445762,1.4632300112514455e+18,"(0.20833333333333334, 0.4166666666666667, 0.375)",,,,,
,https://twitter.com/i/web/status/1463230008449634304,1.4632300084496343e+18,"(0.0, 0.4, 0.6)",,,,,
,https://twitter.com/i/web/status/1463230005345853440,1.4632300053458534e+18,"(0.36, 0.32, 0.26)",,,,,
,https://twitter.com/i/web/status/1463229976027623425,1.4632299760276234e+18,"(0.375, 0.375, 0.25)",,,,,
,https://twitter.com/i/web/status/1463229968171745282,1.4632299681717453e+18,"(0.25, 0.25, 0.5)",,,,,
,https://twitter.com/i/web/status/1463229966691102721,1.4632299666911027e+18,"(0.0, 0.6666666666666666, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463229965722427407,1.4632299657224274e+18,"(0.125, 0.625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463229959049289736,1.4632299590492897e+18,"(0.23076923076923078, 0.46153846153846156, 0.3076923076923077)",,,,,
,https://twitter.com/i/web/status/1463229941302980611,1.4632299413029806e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463229937544929287,1.4632299375449293e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463229936387309568,1.4632299363873096e+18,"(0.06666666666666667, 0.8, 0.13333333333333333)",,,,,
,https://twitter.com/i/web/status/1463229930439778306,1.4632299304397783e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463229908134469634,1.4632299081344696e+18,"(0.25, 0.6666666666666666, 0.08333333333333333)",,,,,
,https://twitter.com/i/web/status/1463229893773168640,1.4632298937731686e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463229874433183748,1.4632298744331835e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463229848889950214,1.4632298488899502e+18,"(0.043478260869565216, 0.5217391304347826, 0.391304347826087)",,,,,
,https://twitter.com/i/web/status/1463229810855985153,1.4632298108559852e+18,"(0.1, 0.6, 0.3)",,,,,
,https://twitter.com/i/web/status/1463229787984433153,1.4632297879844332e+18,"(0.2, 0.4, 0.4)",,,,,
,https://twitter.com/i/web/status/1463245505031512074,1.463245505031512e+18,"(0.15384615384615385, 0.23076923076923078, 0.6153846153846154)",,,,,
,https://twitter.com/i/web/status/1463244365149741060,1.463244365149741e+18,"(0.27906976744186046, 0.06976744186046512, 0.6511627906976745)",,,,,
,https://twitter.com/i/web/status/1463244091362201600,1.4632440913622016e+18,"(0.3333333333333333, 0.4166666666666667, 0.25)",,,,,
,https://twitter.com/i/web/status/1463243886306885633,1.4632438863068856e+18,"(0.5, 0.35714285714285715, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463243390603370496,1.4632433906033705e+18,"(0.2222222222222222, 0.48148148148148145, 0.25925925925925924)",,,,,
,https://twitter.com/i/web/status/1463243369434415106,1.463243369434415e+18,"(0.17142857142857143, 0.7428571428571429, 0.08571428571428572)",,,,,
,https://twitter.com/i/web/status/1463242814146236416,1.4632428141462364e+18,"(0.25, 0.5833333333333334, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463242777261711371,1.463242777261711e+18,"(0.2, 0.13333333333333333, 0.6666666666666666)",,,,,
,https://twitter.com/i/web/status/1463242653215215617,1.4632426532152156e+18,"(0.95, 0.0, 0.05)",,,,,
,https://twitter.com/i/web/status/1463242056768307211,1.4632420567683072e+18,"(0.21739130434782608, 0.10869565217391304, 0.6739130434782609)",,,,,
,https://twitter.com/i/web/status/1463242009049665538,1.4632420090496655e+18,"(0.125, 0.5, 0.375)",,,,,
,https://twitter.com/i/web/status/1463240945206378500,1.4632409452063785e+18,"(0.25, 0.75, 0.0)",,,,,
,https://twitter.com/i/web/status/1463240598110945289,1.4632405981109453e+18,"(0.75, 0.08333333333333333, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463240325632249857,1.4632403256322499e+18,"(0.7777777777777778, 0.0, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463239799536377865,1.4632397995363779e+18,"(0.3333333333333333, 0.5555555555555556, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463239450398539780,1.4632394503985395e+18,"(0.32142857142857145, 0.10714285714285714, 0.5714285714285714)",,,,,
,https://twitter.com/i/web/status/1463237927874539520,1.4632379278745395e+18,"(0.2903225806451613, 0.16129032258064516, 0.5483870967741935)",,,,,
,https://twitter.com/i/web/status/1463237844475035654,1.4632378444750356e+18,"(0.1, 0.525, 0.35)",,,,,
,https://twitter.com/i/web/status/1463235762783080452,1.4632357627830804e+18,"(0.0, 0.7419354838709677, 0.22580645161290322)",,,,,
,https://twitter.com/i/web/status/1463235710136238081,1.463235710136238e+18,"(0.0, 0.3333333333333333, 0.6666666666666666)",,,,,
,https://twitter.com/i/web/status/1463235519773437954,1.463235519773438e+18,"(0.0, 0.875, 0.125)",,,,,
,https://twitter.com/i/web/status/1463235202952667142,1.4632352029526671e+18,"(0.04, 0.52, 0.44)",,,,,
,https://twitter.com/i/web/status/1463234578928205829,1.4632345789282058e+18,"(0.2222222222222222, 0.5555555555555556, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463233638020132872,1.4632336380201329e+18,"(0.2, 0.2, 0.6)",,,,,
,https://twitter.com/i/web/status/1463233579895328772,1.4632335798953288e+18,"(0.11764705882352941, 0.7058823529411765, 0.11764705882352941)",,,,,
,https://twitter.com/i/web/status/1463233457841225735,1.4632334578412257e+18,"(0.1, 0.3, 0.6)",,,,,
,https://twitter.com/i/web/status/1463233262482964482,1.4632332624829645e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463232573249757190,1.4632325732497572e+18,"(0.08333333333333333, 0.4166666666666667, 0.5)",,,,,
,https://twitter.com/i/web/status/1463232184379228169,1.463232184379228e+18,"(0.18421052631578946, 0.18421052631578946, 0.631578947368421)",,,,,
,https://twitter.com/i/web/status/1463230452739702784,1.4632304527397028e+18,"(0.14285714285714285, 0.6666666666666666, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463230028200611840,1.4632300282006118e+18,"(0.10526315789473684, 0.6842105263157895, 0.21052631578947367)",,,,,
,https://twitter.com/i/web/status/1463229699040047108,1.463229699040047e+18,"(0.13333333333333333, 0.4, 0.4)",,,,,
,https://twitter.com/i/web/status/1463228509606670336,1.4632285096066703e+18,"(0.3404255319148936, 0.5531914893617021, 0.0851063829787234)",,,,,
,https://twitter.com/i/web/status/1463226783789027329,1.4632267837890273e+18,"(0.8181818181818182, 0.0, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463226423032774656,1.4632264230327747e+18,"(0.17647058823529413, 0.23529411764705882, 0.5882352941176471)",,,,,
,https://twitter.com/i/web/status/1463226046950502403,1.4632260469505024e+18,"(0.07692307692307693, 0.7435897435897436, 0.15384615384615385)",,,,,
,https://twitter.com/i/web/status/1463225480920764420,1.4632254809207644e+18,"(0.3448275862068966, 0.4482758620689655, 0.20689655172413793)",,,,,
,https://twitter.com/i/web/status/1463225272698736643,1.4632252726987366e+18,"(0.2564102564102564, 0.48717948717948717, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463225168378007554,1.4632251683780076e+18,"(0.0625, 0.75, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463224556814958595,1.4632245568149583e+18,"(0.0, 0.7222222222222222, 0.2777777777777778)",,,,,
,https://twitter.com/i/web/status/1463223626317004801,1.4632236263170048e+18,"(0.2857142857142857, 0.42857142857142855, 0.23809523809523808)",,,,,
,https://twitter.com/i/web/status/1463223462466441219,1.4632234624664412e+18,"(1.0, 0.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463223386012717061,1.463223386012717e+18,"(0.022222222222222223, 0.7555555555555555, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463223004863746051,1.463223004863746e+18,"(0.025, 0.8, 0.175)",,,,,
,https://twitter.com/i/web/status/1463222735451000834,1.4632227354510008e+18,"(0.17647058823529413, 0.47058823529411764, 0.29411764705882354)",,,,,
,https://twitter.com/i/web/status/1463222606996201478,1.4632226069962015e+18,"(0.8, 0.0, 0.2)",,,,,
,https://twitter.com/i/web/status/1463222507641585671,1.4632225076415857e+18,"(0.0, 0.625, 0.375)",,,,,
,https://twitter.com/i/web/status/1463222354406875137,1.4632223544068751e+18,"(0.07142857142857142, 0.7142857142857143, 0.21428571428571427)",,,,,
,https://twitter.com/i/web/status/1463222298412937216,1.4632222984129372e+18,"(0.7142857142857143, 0.0, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463221980333674497,1.4632219803336745e+18,"(0.0, 0.7435897435897436, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463220968743399424,1.4632209687433994e+18,"(0.27906976744186046, 0.37209302325581395, 0.32558139534883723)",,,,,
,https://twitter.com/i/web/status/1463220826505760769,1.4632208265057608e+18,"(0.16666666666666666, 0.5, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463220493037842433,1.4632204930378424e+18,"(0.8, 0.0, 0.2)",,,,,
,https://twitter.com/i/web/status/1463220414298001408,1.4632204142980014e+18,"(0.0, 0.2222222222222222, 0.7777777777777778)",,,,,
,https://twitter.com/i/web/status/1463220262737006607,1.4632202627370066e+18,"(0.9629629629629629, 0.0, 0.037037037037037035)",,,,,
,https://twitter.com/i/web/status/1463219998415998979,1.4632199984159987e+18,"(0.0, 0.7777777777777778, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463219913791664128,1.463219913791664e+18,"(0.4375, 0.25, 0.3125)",,,,,
,https://twitter.com/i/web/status/1463219451252207618,1.4632194512522076e+18,"(0.2727272727272727, 0.5454545454545454, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463219406322896896,1.463219406322897e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463219378103537664,1.4632193781035377e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463219018165219330,1.4632190181652193e+18,"(0.09090909090909091, 0.7272727272727273, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463218449308524544,1.4632184493085243e+18,"(0.2857142857142857, 0.5238095238095238, 0.19047619047619047)",,,,,
,https://twitter.com/i/web/status/1463217238740127745,1.4632172387401275e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463217197879226369,1.4632171978792264e+18,"(0.16666666666666666, 0.6333333333333333, 0.2)",,,,,
,https://twitter.com/i/web/status/1463216813123072001,1.463216813123072e+18,"(0.2, 0.8, 0.0)",,,,,
,https://twitter.com/i/web/status/1463216003253366786,1.4632160032533668e+18,"(0.5714285714285714, 0.2619047619047619, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463215830712270857,1.4632158307122708e+18,"(0.14814814814814814, 0.48148148148148145, 0.37037037037037035)",,,,,
,https://twitter.com/i/web/status/1463215414154989571,1.4632154141549896e+18,"(0.25, 0.5625, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463214900570853379,1.463214900570853e+18,"(0.28, 0.48, 0.24)",,,,,
,https://twitter.com/i/web/status/1463214783109681157,1.4632147831096812e+18,"(0.3148148148148148, 0.3888888888888889, 0.2962962962962963)",,,,,
,https://twitter.com/i/web/status/1463214664372813827,1.4632146643728138e+18,"(0.2, 0.6, 0.06666666666666667)",,,,,
,https://twitter.com/i/web/status/1463214225573441536,1.4632142255734415e+18,"(0.14285714285714285, 0.5714285714285714, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463214159156289539,1.4632141591562895e+18,"(0.7346938775510204, 0.20408163265306123, 0.061224489795918366)",,,,,
,https://twitter.com/i/web/status/1463214132258213888,1.463214132258214e+18,"(0.5217391304347826, 0.41304347826086957, 0.043478260869565216)",,,,,
,https://twitter.com/i/web/status/1463214121860538368,1.4632141218605384e+18,"(0.375, 0.4375, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463212541887143943,1.463212541887144e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463212250131353604,1.4632122501313536e+18,"(0.2222222222222222, 0.3333333333333333, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463212091821551616,1.4632120918215516e+18,"(0.0, 0.875, 0.125)",,,,,
,https://twitter.com/i/web/status/1463211885474435077,1.463211885474435e+18,"(0.0, 0.7142857142857143, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463211576333275141,1.4632115763332751e+18,"(0.25, 0.5625, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463211331637571587,1.4632113316375716e+18,"(0.18181818181818182, 0.45454545454545453, 0.36363636363636365)",,,,,
,https://twitter.com/i/web/status/1463210810558144516,1.4632108105581445e+18,"(0.2727272727272727, 0.45454545454545453, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463210336484352001,1.463210336484352e+18,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463210087099502592,1.4632100870995023e+18,"(0.07142857142857142, 0.5714285714285714, 0.35714285714285715)",,,,,
,https://twitter.com/i/web/status/1463209954093924353,1.4632099540939244e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463209493752283138,1.4632094937522831e+18,"(0.0, 0.8571428571428571, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463209246569291777,1.4632092465692915e+18,"(0.30434782608695654, 0.34782608695652173, 0.34782608695652173)",,,,,
,https://twitter.com/i/web/status/1463208979832578057,1.463208979832578e+18,"(0.043478260869565216, 0.6521739130434783, 0.30434782608695654)",,,,,
,https://twitter.com/i/web/status/1463208943312781317,1.4632089433127813e+18,"(0.3333333333333333, 0.2222222222222222, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463208817798172672,1.4632088177981727e+18,"(0.07142857142857142, 0.5714285714285714, 0.35714285714285715)",,,,,
,https://twitter.com/i/web/status/1463208582346776589,1.4632085823467763e+18,"(0.0, 0.8571428571428571, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463208541125111810,1.4632085411251118e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463208511978934272,1.4632085119789343e+18,"(0.12, 0.68, 0.2)",,,,,
,https://twitter.com/i/web/status/1463208210769141761,1.4632082107691415e+18,"(0.0, 0.5454545454545454, 0.45454545454545453)",,,,,
,https://twitter.com/i/web/status/1463208106247163905,1.463208106247164e+18,"(0.21739130434782608, 0.391304347826087, 0.391304347826087)",,,,,
,https://twitter.com/i/web/status/1463207990421454851,1.4632079904214548e+18,"(0.36363636363636365, 0.5454545454545454, 0.09090909090909091)",,,,,
,https://twitter.com/i/web/status/1463207985518301188,1.4632079855183012e+18,"(0.0, 0.8125, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463207906698948613,1.4632079066989486e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463207793016520706,1.4632077930165207e+18,"(0.05263157894736842, 0.5263157894736842, 0.42105263157894735)",,,,,
,https://twitter.com/i/web/status/1463207782107136002,1.463207782107136e+18,"(0.1, 0.4, 0.5)",,,,,
,https://twitter.com/i/web/status/1463206941115641863,1.4632069411156419e+18,"(0.4117647058823529, 0.4117647058823529, 0.14705882352941177)",,,,,
,https://twitter.com/i/web/status/1463206696009011208,1.4632066960090112e+18,"(0.09090909090909091, 0.45454545454545453, 0.45454545454545453)",,,,,
,https://twitter.com/i/web/status/1463206339908235268,1.4632063399082353e+18,"(0.09090909090909091, 0.36363636363636365, 0.5454545454545454)",,,,,
,https://twitter.com/i/web/status/1463205928434470914,1.463205928434471e+18,"(0.3225806451612903, 0.5161290322580645, 0.12903225806451613)",,,,,
,https://twitter.com/i/web/status/1463205708892041219,1.4632057088920412e+18,"(0.25, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463205658682032132,1.463205658682032e+18,"(0.3333333333333333, 0.5555555555555556, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463205525974175749,1.4632055259741755e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463205471641243648,1.4632054716412436e+18,"(0.14285714285714285, 0.42857142857142855, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463205353303142406,1.4632053533031424e+18,"(0.0, 0.7692307692307693, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463205300857573379,1.463205300857573e+18,"(0.16216216216216217, 0.7297297297297297, 0.10810810810810811)",,,,,
,https://twitter.com/i/web/status/1463205237200547841,1.4632052372005478e+18,"(0.4444444444444444, 0.3333333333333333, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463205228824576003,1.463205228824576e+18,"(0.14285714285714285, 0.2857142857142857, 0.5714285714285714)",,,,,
