id,translated_text
2573,"1463220150077820929,""i just knooooow i'm gonna have a mini fight with my friends who are 0l1v1a fans and they're gonna call 875 overrated and when i defend the boys i'm the crazy one pero oks lang para sa tannies naman."""
2574,"1463220034151813120,""it's like he doesn't have a girlfriend, the way he acts."""
2575,"1463220121418174469,""hello to those who set an alarm for the kelly clarkson show x enhypen, go ahead and sleep again, it's at 6am later."""
2576,"1463221408075370497,""it's like kyle doesn't care about chin's feelings just because chie came out of pbb, it's like they have no history together, if he can't protect her as a friend anymore then free francine diaz!"""
2577,"1463220163369598980,""it's like an idiot, i was just about to sleep and then the ac was turned off."""
2578,"1463219943822946305,""i stayed up late for the grammy nominations and bts only got one nomination wtf."""
2579,"1463220774844579840,""i really want to reread the wave au but i don't think i can do it yet."""
2580,"1463220656091238401,""hey i cut my 2hrs of sleep for tkcs and then i find out it's at 6am?"""
2581,"1463221149379137539,""we're the same sis, i should have been asleep earlier."""
2582,"1463222062705643520,""are we going to sleep or not? i might not wake up at 6am, my goodness."""
2583,"1463221209680596993,yes."
2584,"1463219903662419969,""that au is not good for my mental health so i won't continue it...damn heavy angst."""
2585,"1463221534659600389,""pancit, white pasta, mogu-mogu, yoghurt. it's like i'm not getting full hahaha.. and with lots of water."""
2586,"1463219980393086977,""It's like not college."""
2587,"1463219952924594177,""i.idk why but i wish a ppop girl group could do wjsn's sound. ewan ko ung tipong mala gfriend siguro?? lovelyz?? i think i'd love a group with that sound:) ung ganto invidious.tiekoetter.com (gfriend) invidious.tiekoetter.coms_ibk0rcsoo (lovelyz) or invidious.tiekoetter.comwu4fhbxwkaq (wjsn)."""
2588,"1463219955151687686,""i feel like that kind of sound would suit tagalog or whatever language they use hahah... it has a bit of a jpop vibe too i don't know because this mnl48 song invidious.tiekoetter.coms-edjcxlqoe (just imagine that they don't pronounce it like japanese, why did their director make them do that laugh out loud)."""
2589,"1463219957408223233,""because other overseas 48 groups don't do that, bnk48 sounds thai, jkt48 sounds indonesian) it's so beautiful in tagalog, the translation is so beautiful, it fits so well, it's even more beautiful than the original jp.bingo is the best song by mnl48 ever i will stand by this."""
2590,"1463219959396405254,""so bingo is so beautiful, it's kind of like that too :) i don't know, just that kind of sound for a girl group..."""
2591,"1463220057446572033,""should i have posted this on @outsomniasky? laugh out loud, never mind."""
2592,"1463221384033624068,""my tiktok crush from before is now also seeing a lot of pbb on his fyp so he has some thoughts and it's like i have a crush on him again, he's so smart."""
2593,"1463221469647757315,""You know, if you don't like the person, don't vote for him, you're so smart. We don't care if your relative works there. Do your research before you accuse. That's the format of drug tests - there's no beautification of the appearance. Use your brain."""
2594,"1463219785869631491,""DON'T BOTHER ME ANYMORE. YOU'VE BEEN OUT OF MY LIFE FOR A LONG TIME! I DON'T CARE WHAT YOU DO WITH YOUR LIFE AS LONG AS I'M AT PEACE WITH MYSELF! THERE'S NOTHING LEFT TO EXPLAIN! I'M HAPPY WITH WHO I AM NOW! I DESERVE MORE THAN YOU! LET THE LORD BE THE JUDGE."""
2595,"1463220606019637248,""YOUR 'I MISS YOU' DOESN'T MATTER ANYMORE AFTER ALL THE TRAUMA YOU'VE PUT ME THROUGH! YOU THINK I'LL FORGIVE YOU EASILY? WELL. KARMA COMES BACK TWOFOLD. JUST BE QUIET. I'VE BEEN FREE FOR A LONG TIME. I DON'T WANT ANY MORE TROUBLE. OK?!"""
2596,"1463219514389118979,""i really don't want to get married because i know it's forever and ever here in the philippines. it's like there's a blockage in the philippines from other countries because they can get a divorce there, but not here, so if you're rich, you'll really choose to get married in another country."""
2597,"1463219521154519045,""I see so many extravagant weddings on FB and then it turns out your spouse has a bad attitude, yikes."""
2598,"1463219388648239106,""I'll do everything for you, WeStay with MahMygz #MAHMYGZ4LIFE."""
2599,"1463219773378990080,""daddy's home on loop for those who are scared to sleep ahahhaahhshshaaj."""
2600,"1462985219040940039,""hahahaha this applies to almost all yga songs."""
2601,"1462986331131318272,""even my lullaby is a shuffled yga song on spotify, they call me crazy for sleeping to such hype songs, why would you play that, ahahahaaha."""
2602,"1463048214110556160,""HAHAHAHAHA aren't you surprised, bes?"""
2603,"1463048372558856193,""not really bes, it's already become a lullaby hahaha."""
2604,"1463066439133237250,""I can't take it, besh. It's an instant party when it's YG songs."""
2605,"1463220353182748674,""that's why they're so annoyed with me because i'm on speaker in the middle of the night, it's like a party hahahaja."""
2606,"1463439387140640771,""Hahahahaha! They're not used to YG's music."""
2607,"1463221263220953088,""during sl and sh, i didn't notice the similarities between me and marem in terms of attitude and actions. but when it came to tsh, damn, it's like i found my twin."""
2608,"1463221265418752001,""whatever she was like in high school, it's like i was the same. how she fights and avoids people she doesn't like and who don't like her, that's how i am too."""
2609,"1463221267062931459,""and then goosebumps right from the start. when marem knelt. damn, i've done that to a guy before. begging and asking why. you know, our pride is high but we both lower it for a guy. funny, right?"""
2610,"1463221268736475137,""it's also funny sometimes because there are scenes or actions of marem that i've already done in real life. even our logical reasoning is sometimes the same."""
2611,"1463221270258978819,""we're also the same in the part that it's like our mindset grew and changed when we fell in love. i remember before, there were actions i didn't want to do because the person i love would get mad even though it's not like that, i purposely changed just because i love him."""
2612,"1463221271898906628,""but the part that's not funny anymore is how she got hurt. that's exactly how i am. i don't know, ate j, why it's like marem was inspired by me, just kidding, ahahaha. but seriously, while i'm reading the painful chapters, there's a flashback in my mind."""
2613,"1463221273580896256,""even marem's annoyance with her parents, i's the same with me. imagine growing up with a family but barely spends time with you. that's why i really felt for marem back then. and i accept why she's distant from her parents."""
2614,"1463221276479086600,""even marem's dream, that she really doesn't like her career, she just went with the flow. because her dream is to have her own family. i thought of that before too. i said it's like it's sad if you have money but you don't have anyone to lean on in life."""
2615,"1463221278219784193,""maybe that's why tsh has such a strong impact on me, right? because it's like i see myself in marem. maybe that's why it's so painful. and so happy when she got her happiness and peace, maybe that's why tsh has such a strong impact on me, right?"""
2616,"1463220222832173058,""no, it's really just you, skyfics, you're the one who makes me this happy. you never fail to amaze me and make me feel happy. it's like i'm a third wheel in their relationship."""
2617,"1463219322554253317,""It looks like it would be nice to buy some Jin fansite merch."""
2618,"1463219287749890049,""it's like i'm in the mood to read angst."""
2619,"1463219294402396160,""it's not that i'm complaining but it seems like that's just how it is, they only got one, you guys are probably stupid, you're so dumb."""
2620,"1463219303868559360,""i still believe and sometimes hold on to the words 'god has a beautiful plan for you' or 'we each have our own timeline' even if you're down now, maybe a few years after you'll be okay. or maybe your timeline will start when you're 50s or older."""
2621,"1463219305613459458,""but with what i experience every day, it's like i can't wait anymore. i'm done, boy, i've had enough. i'm so so tired. i tried to fight. i endure it every day, but now i'm done. i'm done."""
2622,"1463220280583606277,""It's like I want to hit pldt... you bitch."""
2623,"1463220156893577217,""bangtan, once you get a win, stay away from that son of a bitch, for the love of god."""
2624,"1463219598912798729,""'it's like semifinals already!' face-off in tawag ng tanghalan wows judge louie ocampo - t.boyabunda.net3fgd5sz."""
2625,"1463219464476889092,""My goodness, if Taylor wins, it's like the Grammys are meh. Sis, take a break from releasing music and albums. Aren't you tired?"""
2626,"1463220545877872640,""DAMN, IT'S LIKE IT WAS JUST ME WHEN SO-AND-SO HAD A HEART, HAHAHSHSHAHAHAHGABABABA."""
2627,"1463219102487511049,""it's possible to adjust and understand but why does it feel like my feelings are being invalidated :( #kyjitalks2."""
2628,"1463221280564412416,""You seem delicious, aa..."""
2629,"1463221288319606785,""will this be read? i don't think so."""
